Delta Power,Theta Power,Alpha Power,Beta Power,Gamma Power,Class,Rdelta,Rtheta,Ralpha,Rbeta,Rgamma,,(Theta+alpha)/beta,Alpha/beta,(Theta+alpha)/(alpha+beta),Theta/beta,,rdelta,rtheta,ralpha,rbeta
8342.03,1900.846,792.281,1482.475,317.703,2,0.64992694,0.148094771,0.061726554,0.115499518,0.024752217,,1.416804412,0.534431272,0.79600103,1.282211167,,,0.455226815,0.189740545,0.35503264
10514.168,1872.997,1221.097,2652.769,591.418,2,0.623895554,0.111140939,0.072458134,0.157411484,0.035093891,,1.651948188,0.46031034,0.683661948,0.706053561,,,0.325916417,0.212480618,0.461602965
6951.94,1514.696,569.759,1005.62,235.111,2,0.676447871,0.147385174,0.055439527,0.097850313,0.022877116,,1.376154027,0.566574849,0.827060972,1.506230982,,,0.490180983,0.184383551,0.325435467
6947.768,1380.498,601.882,743.81,169.691,2,0.705812245,0.140242506,0.061144196,0.075562426,0.017238628,,1.435989042,0.80918783,0.933188596,1.855982038,,,0.506383634,0.220777715,0.27283865
5926.812,2698.741,2025.381,4937.449,1316.612,2,0.350595312,0.159641633,0.119809618,0.292070421,0.077883016,,1.750491062,0.410207984,0.618649091,0.546586101,,,0.279327347,0.209632678,0.511039975
7392.724,1884.382,837.367,2251.904,466.31,2,0.576085429,0.146842357,0.065252663,0.175481877,0.036337674,,1.444372213,0.371848445,0.658017603,0.836794997,,,0.378872833,0.168360559,0.452766608
8795.074,2118.293,948.066,1898.8,405.225,2,0.620881725,0.149539323,0.066928016,0.134044378,0.028606558,,1.447561315,0.499297451,0.763327859,1.115595639,,,0.426631453,0.190943734,0.382424813
7261.982,2615,1403.151,2742.699,496.975,2,0.500143149,0.180098813,0.096637028,0.188893626,0.034227383,,1.53657782,0.511594965,0.749976996,0.953440388,,,0.386785685,0.20754062,0.405673695
7873.239,2779.381,1975.57,3737.097,712.827,2,0.461013377,0.162745195,0.115678464,0.218823753,0.041739211,,1.710794958,0.528637603,0.729681125,0.743727284,,,0.327292191,0.232637639,0.440070169
7947.473,1965.582,1072.054,2844.813,618.279,2,0.550066614,0.136043373,0.074199826,0.196897385,0.042792802,,1.545413013,0.376845156,0.631473299,0.690935397,,,0.334143483,0.182246204,0.483610313
6092.561,1336.042,645.257,1162.484,268.296,2,0.641009128,0.140567344,0.067888631,0.122307,0.028227897,,1.482961613,0.555067425,0.792987145,1.149299259,,,0.424979078,0.205248581,0.369772341
9607.62,2152.719,1186.678,3236.989,711.85,2,0.568637659,0.127411065,0.070234855,0.191584789,0.042131633,,1.551246122,0.36659933,0.61958774,0.665037478,,,0.327340731,0.180445308,0.492213961
7062.134,2336.944,1612.238,4620.555,1107.291,2,0.421892924,0.139609378,0.096315335,0.276032635,0.066149727,,1.689891585,0.348927347,0.567615173,0.505771276,,,0.272697283,0.188131561,0.539171155
7354.634,2122.309,1347.143,2523.745,522.107,2,0.530257165,0.153015032,0.097126822,0.181957915,0.037643067,,1.634753469,0.533787288,0.746752405,0.840936386,,,0.354119679,0.224778695,0.421101626
8903.911,1695.321,1361.586,3827.32,849.624,2,0.535162782,0.101895976,0.081837088,0.230038151,0.051066003,,1.803143475,0.355754418,0.553522671,0.44295251,,,0.246261635,0.197783426,0.555954939
8350.092,2998.754,1911.88,4539.353,1001.038,2,0.444127442,0.159498715,0.101689703,0.241440602,0.053243539,,1.637558132,0.421178965,0.65144127,0.660612647,,,0.317328902,0.202315622,0.480355476
5798.196,1986.848,1185.093,3092.502,622.341,2,0.457091458,0.156629967,0.093424901,0.243792422,0.049061252,,1.596468879,0.38321495,0.624477738,0.642472665,,,0.317162755,0.189177713,0.493659532
8154.54,1786.575,1077.807,2362.742,525.345,2,0.586361884,0.128465797,0.077500992,0.16989577,0.037775556,,1.603281138,0.456167876,0.690326143,0.756144767,,,0.34178929,0.206195032,0.452015678
7653.91,1980.806,1050.192,2385.352,515.532,2,0.563376062,0.145799818,0.077300757,0.175576956,0.037946408,,1.530184178,0.440267097,0.694202546,0.830404066,,,0.365708641,0.193892935,0.440398423
7295.87,2428.734,928.736,3083.345,577.017,2,0.509712302,0.169678955,0.064884402,0.215412127,0.040312213,,1.382395108,0.301210536,0.609111372,0.787694533,,,0.377084888,0.144195416,0.478719696
7191.859,1835.561,742.867,1608.213,397.929,2,0.610699474,0.155867369,0.063080837,0.136562026,0.033790294,,1.404708424,0.461920778,0.748721606,1.141366846,,,0.438432863,0.177437473,0.384129664
11472.77,2334.553,1349.125,3613.034,783.026,2,0.586767181,0.119399158,0.0690001,0.184786218,0.040047343,,1.577894355,0.373405011,0.619356724,0.646147531,,,0.319945888,0.184894923,0.49515919
9623.711,2383.062,1773.722,5127.34,1164.683,2,0.479447123,0.118722624,0.088365695,0.255440797,0.058023762,,1.744303757,0.345934149,0.55347024,0.464775498,,,0.256681406,0.191048935,0.552269659
7182.376,1783.394,857.922,1580.151,383.948,2,0.609306358,0.15129162,0.072780557,0.134049798,0.032571667,,1.481061392,0.542936719,0.785277438,1.128622518,,,0.422458354,0.203228404,0.374313242
10906.655,1847.893,1247.108,3611.107,769.282,2,0.593331971,0.100527063,0.067843812,0.196447512,0.041849642,,1.674881067,0.345353378,0.566953838,0.511724798,,,0.275553719,0.185965988,0.538480293
12857.833,2233.514,1103.23,2779.319,626.094,2,0.656012222,0.113954854,0.056287274,0.141802062,0.031943588,,1.493943624,0.39694256,0.665640367,0.80361916,,,0.365188194,0.18038238,0.454429426
7502.746,2301.023,995.615,2470.218,544.902,2,0.543106434,0.166565734,0.072070268,0.178813369,0.039444196,,1.432683637,0.403047423,0.690939317,0.931506045,,,0.399008229,0.172644332,0.428347439
8359.005,1749.602,748.658,1313.098,326.842,2,0.668869959,0.139999464,0.059906035,0.105071334,0.026153208,,1.427901889,0.570146326,0.815705097,1.332423018,,,0.459049504,0.19642815,0.344522346
11250.446,2868.193,1929.465,5241.462,1406.06,2,0.495709878,0.126376466,0.085014839,0.23094591,0.061952907,,1.672711007,0.368115804,0.591598286,0.5472124,,,0.285701635,0.192194635,0.52210373
6764.854,1979.42,1525.794,5098.306,1180.94,2,0.408769451,0.119607375,0.092196813,0.308067513,0.071358849,,1.770828829,0.2992747,0.495245789,0.388250529,,,0.230070948,0.177345319,0.592583733
7606.066,2392.449,1415.605,4186.354,894.496,2,0.461114267,0.145041125,0.085820405,0.253795794,0.05422841,,1.591697043,0.338147467,0.57883691,0.571487504,,,0.299265311,0.1770744,0.523660289
9141.654,2487.753,1278.466,2477.658,506.541,2,0.575233613,0.156540506,0.080446779,0.155905284,0.031873817,,1.513903912,0.515997769,0.758490888,1.004074412,,,0.398430815,0.204755155,0.396814031
8222.838,1965.844,923.119,1947.835,398.959,2,0.610972988,0.146066064,0.068589552,0.14472796,0.029643436,,1.46957897,0.473920532,0.738170657,1.00924565,,,0.406435001,0.190853329,0.40271167
5563.522,1577.574,576.038,955.647,215.67,2,0.62592706,0.177485818,0.064807468,0.107515584,0.02426407,,1.365141667,0.602772781,0.850147697,1.650791558,,,0.507379411,0.185265364,0.307355225
9953.878,2521.469,1207.71,3789.423,874.3,2,0.542540871,0.137433871,0.06582681,0.206544309,0.047654139,,1.47897079,0.318705513,0.590911554,0.665396552,,,0.335364074,0.160629596,0.50400633
11591.148,1948.911,1261.199,3119.611,774.92,2,0.6199871,0.104243314,0.067458988,0.166861693,0.041448906,,1.647130115,0.404280854,0.633342422,0.624728852,,,0.307898405,0.19925033,0.492851265
9466.269,1869.219,1049.715,2204.263,514.428,2,0.626743607,0.123757423,0.069499627,0.145940047,0.034059296,,1.561579462,0.476220397,0.716569755,0.848001804,,,0.364854016,0.204894522,0.430251462
7629.316,2003.025,965.982,2349.573,511.65,2,0.566833086,0.14881817,0.071769286,0.174565546,0.038013912,,1.482261579,0.411130874,0.682122953,0.852505966,,,0.376608982,0.181624043,0.441766975
6621.009,2404.772,1536.734,4776.338,1219.993,2,0.399847248,0.145225821,0.092804414,0.288446308,0.073676209,,1.639035218,0.321738956,0.548871414,0.503476094,,,0.275844808,0.176274547,0.547880646
11756.94,2878.486,1788.767,3830.676,910.189,2,0.555488201,0.136001801,0.0845151,0.180990574,0.043004323,,1.621426333,0.466958573,0.695653645,0.751430296,,,0.338727942,0.210494463,0.450777595
8871.055,1658.363,921.107,2150.794,395.978,2,0.633769148,0.118477375,0.065806062,0.15365781,0.028289605,,1.555431471,0.428263702,0.677176079,0.771046879,,,0.350585718,0.194726341,0.454687941
9381.426,2035.245,873.077,1515.37,328.477,2,0.663767852,0.144000518,0.061773172,0.10721759,0.023240867,,1.428978821,0.576147739,0.819103733,1.34306803,,,0.460078369,0.197363876,0.342557755
7775.22,1625.334,688.265,789.289,173.801,2,0.703518279,0.147063643,0.062275667,0.071416531,0.01572588,,1.423460655,0.872006325,0.958161585,2.059238124,,,0.523813299,0.221814323,0.254372378
8354.363,1778.72,1242.014,2579.969,503.02,2,0.577833262,0.123025966,0.085904455,0.178444713,0.034791604,,1.698262796,0.48140656,0.693037287,0.68943464,,,0.317588703,0.221760375,0.460650922
8214.03,1817.237,1046.565,1749.687,394.691,2,0.621229734,0.137438219,0.079152048,0.132329391,0.029850607,,1.575910022,0.598144125,0.802877213,1.038606905,,,0.393896463,0.226848921,0.379254616
12385.043,1978.061,1042.895,1629.978,348.74,2,0.712409814,0.113781605,0.059989185,0.093759248,0.020060148,,1.52723096,0.639821519,0.837284741,1.213550735,,,0.425304036,0.224233455,0.350462509
11937.336,1700.544,1267.633,1734.478,332.751,2,0.703323953,0.10019265,0.0746864,0.102191973,0.019605023,,1.745427934,0.730844093,0.864092573,0.980435612,,,0.361613599,0.269556878,0.368829523
8831.109,1812.1,1089.885,1692.554,372.581,2,0.64001757,0.131328448,0.078987311,0.122664583,0.027002088,,1.601448596,0.643929234,0.828037518,1.070630538,,,0.394403008,0.237213135,0.368383857
9690.238,1680.026,970.523,1481.394,317.187,2,0.685337421,0.118819031,0.068639772,0.104770878,0.022432898,,1.577683322,0.655141711,0.838404578,1.134084518,,,0.40659467,0.234882959,0.358522371
7846.755,2402.615,1440.813,3243.659,704.347,2,0.501768779,0.153637675,0.092134262,0.207419094,0.04504019,,1.599685343,0.444193733,0.680701645,0.740711339,,,0.339013053,0.203301159,0.457685788
6946.749,2268.087,810.332,1481.153,329.483,2,0.586926668,0.191629314,0.068464466,0.125141731,0.027837822,,1.357275537,0.547095405,0.821078139,1.531298252,,,0.497434189,0.177721067,0.324844744
8782.026,2804.33,1820.477,5975.679,1393.606,2,0.422698119,0.134978536,0.08762354,0.2876225,0.067077305,,1.649166468,0.304647723,0.526742854,0.469290603,,,0.264547305,0.171735239,0.563717456
7705.655,2589.493,1836.915,5273.136,1136.483,2,0.415585544,0.139657934,0.099069491,0.284393617,0.061293414,,1.709372452,0.348353428,0.562967933,0.491072675,,,0.266970592,0.189381583,0.543647825
7155.207,2079.599,945.904,2780.164,562.099,2,0.529114936,0.153782678,0.069947932,0.205588224,0.04156623,,1.454849228,0.340233166,0.622561841,0.748013067,,,0.358201564,0.162927705,0.478870731
9044.341,2260.518,890.429,2047.59,430.66,2,0.616370844,0.154054053,0.060682638,0.139543033,0.029349432,,1.393904848,0.434866843,0.731399259,1.103989568,,,0.43483734,0.171284536,0.393878124
8213.53,1553.398,651.381,1319.524,302.842,2,0.682148634,0.129012535,0.054098379,0.109588873,0.02515158,,1.419326534,0.493648467,0.76743434,1.177241187,,,0.440767437,0.184825482,0.374407081
6844.879,1323.05,483.414,821.006,199.989,2,0.707675745,0.13678699,0.049979023,0.084881856,0.020676387,,1.365378482,0.588806903,0.842545157,1.611498576,,,0.503545236,0.183984594,0.312470171
10154.276,2221.858,987.827,1751.673,331.967,2,0.657336761,0.143831913,0.063946952,0.113394501,0.021489874,,1.444595019,0.563933451,0.807766442,1.268420533,,,0.44783263,0.199104157,0.353063214
9512.821,1967.252,1552.563,3997.595,1132.81,2,0.523746051,0.108310717,0.085479243,0.220095027,0.062368961,,1.789203925,0.38837426,0.59009309,0.49210888,,,0.26169279,0.206528977,0.531778232
8082.795,1964.439,1703.744,5575.718,1231.918,2,0.435527944,0.105850523,0.091803407,0.300438276,0.066379849,,1.867292901,0.305564951,0.486486289,0.352320365,,,0.212511904,0.184310066,0.603178031
8703.515,1818.269,1250.481,2808.712,626.559,2,0.572315923,0.119563682,0.082227719,0.184692116,0.04120056,,1.687731573,0.445215102,0.663229436,0.647367548,,,0.309362953,0.21275867,0.477878377
7960.703,2011.515,902.367,1865.523,390.721,2,0.606260503,0.153190252,0.068721251,0.14207199,0.029756004,,1.448600682,0.48370725,0.751574269,1.078257947,,,0.420871426,0.188803209,0.390325365
6757.709,1658.975,821.893,1538.417,306.989,2,0.609682368,0.149673182,0.074151413,0.138796406,0.027696632,,1.495422173,0.534245916,0.775903611,1.078364969,,,0.412753761,0.204487365,0.382758874
7791.089,1646.44,749.944,1465.63,297.632,2,0.651933877,0.137768932,0.06275296,0.122639319,0.024904912,,1.455494279,0.511687124,0.770028952,1.123366743,,,0.426316425,0.194184692,0.379498883
7166.643,1866.122,806.792,1260.589,292.813,2,0.629041411,0.163796078,0.070814966,0.110646321,0.025701225,,1.43233615,0.640011931,0.854864425,1.480357198,,,0.474417332,0.205107763,0.320474905
7862.183,2180.635,1456.822,3433.54,741.811,2,0.501574961,0.13911555,0.092939256,0.21904574,0.047324493,,1.668072373,0.424291547,0.647905881,0.635098179,,,0.308391447,0.206027806,0.485580746
7138.177,1732.8,974.512,2378.827,512.808,2,0.560422981,0.13604327,0.076509579,0.186763276,0.040260894,,1.562391505,0.409660728,0.658452724,0.728426237,,,0.34069065,0.191601527,0.467707823
8532.082,1475.425,622.684,1014.638,240.947,2,0.71783971,0.12413367,0.052389007,0.085365735,0.020271878,,1.42203704,0.61370065,0.842592738,1.454139309,,,0.473994514,0.200043242,0.325962245
8427.661,1887.554,960.148,1417.81,357.689,2,0.645755123,0.1446306,0.0735697,0.108637269,0.027407308,,1.508673129,0.677204985,0.861539607,1.331316608,,,0.442515224,0.225095604,0.332389172
7671.27,2184.991,807.726,1110.839,242.651,2,0.638342807,0.181817781,0.06721261,0.092435292,0.020191509,,1.369670173,0.727131474,0.908031361,1.966973612,,,0.53246282,0.196835623,0.270701557
10890.119,2619.654,1661.81,3947.257,961.528,2,0.542326665,0.130458466,0.082757945,0.196572941,0.047883983,,1.634362401,0.42100375,0.651975335,0.663664413,,,0.318354942,0.201952405,0.479692652
8541.714,1965.804,1657.029,3995.951,1039.772,2,0.496603484,0.114289136,0.096337383,0.232319086,0.060450912,,1.842926864,0.414677007,0.607678947,0.491948975,,,0.258020703,0.217492581,0.524486716
7969.271,1851.833,1100.01,2058.541,484.832,2,0.591873348,0.137534612,0.081697134,0.152886701,0.036008204,,1.594011447,0.534363901,0.754874853,0.899585192,,,0.369599017,0.219546047,0.410854936
8940.78,1544.552,1159.09,2925.332,653.589,2,0.587307269,0.101459449,0.076138993,0.192160947,0.042933343,,1.750437667,0.396225112,0.604857307,0.527992036,,,0.274393166,0.205914968,0.519691866
10849.955,1974.45,866.006,1684.691,368.185,2,0.689179775,0.12541536,0.055007954,0.107010118,0.023386793,,1.438606194,0.514044415,0.776263063,1.171995339,,,0.436328367,0.191376324,0.372295309
11289.189,2097.658,817.383,1082.773,233.112,2,0.727390809,0.135157375,0.05266604,0.069765785,0.015019992,,1.389664569,0.754897841,0.916555335,1.937301724,,,0.524701249,0.204457486,0.270841265
11025.079,1958.288,936.689,1265.394,311.938,2,0.711415304,0.126362455,0.060441734,0.081652082,0.020128424,,1.478320349,0.740235057,0.898034297,1.547571744,,,0.470700329,0.225145546,0.304154125
9396.858,2038.545,1329.959,3358.111,818.667,2,0.5546441,0.120323938,0.07850006,0.198210557,0.048321345,,1.652406005,0.396043788,0.624183568,0.607051107,,,0.303056589,0.197715939,0.499227472
5808.988,1831.259,838.25,2454.166,510.73,2,0.507628113,0.160027625,0.073251876,0.214461393,0.044630994,,1.457745191,0.341562062,0.622927481,0.746183836,,,0.357411233,0.163603273,0.478985494
10103.672,2788.878,1625.951,5220.717,1028.444,2,0.486509844,0.134289454,0.078292443,0.251386844,0.049521415,,1.583012595,0.311442087,0.551192538,0.534194441,,,0.289436426,0.168745082,0.541818492
5432.867,2672.052,1864.47,5040.909,1155.936,2,0.336062623,0.165285991,0.115331128,0.311817149,0.07150311,,1.697767109,0.369867816,0.588168668,0.530073445,,,0.278994649,0.19467329,0.526332061
7275.55,2326.704,757.336,1529.536,367.854,2,0.593584227,0.189826858,0.06178814,0.124788977,0.030011797,,1.325497356,0.49514101,0.799753127,1.521182895,,,0.504316825,0.164153793,0.331529382
10355.687,2393.185,1072.46,1744.102,419.363,2,0.647846013,0.149716321,0.0670925,0.10911005,0.026235116,,1.448130838,0.614906697,0.83766125,1.372158853,,,0.459366837,0.205856446,0.334776718
7603.027,2709.557,2027.922,5619.887,1319.169,2,0.394356832,0.140540382,0.105185066,0.291494537,0.068423183,,1.748433046,0.360847469,0.568762933,0.482137274,,,0.261606764,0.195795147,0.542598089
8413.435,1737.95,1124.358,2620.169,636.962,2,0.578924375,0.119587495,0.077366528,0.180292556,0.043829046,,1.646944964,0.429116595,0.656776008,0.663296909,,,0.317000874,0.205082119,0.477917007
7484.065,1628.705,790.231,1498.38,402.124,2,0.634054461,0.137984861,0.066948843,0.126943649,0.034068186,,1.485189767,0.527390248,0.773543412,1.086977269,,,0.415770645,0.201727663,0.382501692
8265.709,1736.613,751.102,910.389,242.756,2,0.694214177,0.145853352,0.063082992,0.07646107,0.020388409,,1.432509719,0.825034134,0.939823619,1.907550509,,,0.511053517,0.221035613,0.26791087
8742.827,2505.866,1731.429,5131.267,1232.621,2,0.451965596,0.12954222,0.089507243,0.265263872,0.063721069,,1.690950354,0.337427189,0.55482797,0.488352292,,,0.267476054,0.184812675,0.547711271
10214.067,1909.003,938.839,1796.006,403.319,2,0.669281855,0.125088378,0.061517896,0.117684193,0.026427679,,1.491795456,0.522737118,0.768646446,1.062915714,,,0.411082146,0.202168331,0.386749523
7463.049,2096.72,1016.265,1693.337,337.251,2,0.59199435,0.166318939,0.080613585,0.134321232,0.026751893,,1.484692758,0.600155197,0.821355721,1.238217791,,,0.436242099,0.211443386,0.352314514
6754.589,2695.517,2131.892,5659.689,1183.019,2,0.366604981,0.146299051,0.115708332,0.307179338,0.064208297,,1.790902821,0.376680061,0.577772589,0.476265922,,,0.257031736,0.203287125,0.53968114
7237.929,1573.348,846.05,1392.982,299.103,2,0.637736034,0.138628151,0.074545712,0.12273605,0.026354053,,1.537738631,0.607366068,0.815619975,1.129481932,,,0.412694432,0.221921739,0.365383828
7549.771,2465.199,1619.619,4679.045,1124.173,2,0.432954155,0.14137093,0.092879741,0.268327606,0.064467568,,1.656993208,0.34614307,0.571763506,0.526859434,,,0.281291367,0.184806517,0.533902116
8222.657,1622.59,659.537,1221.383,277.599,2,0.685006439,0.135173411,0.054944173,0.101749984,0.023125992,,1.406471752,0.53999196,0.802443272,1.328485823,,,0.463132687,0.188250355,0.348616958
6729.316,1723.524,694.765,1181.038,207.811,2,0.638669898,0.163577234,0.065939167,0.112090652,0.019723049,,1.403107238,0.588266423,0.832583019,1.459329844,,,0.478846184,0.193026363,0.328127453
7993.787,1773.033,794.331,1050.612,211.287,2,0.676118853,0.149964096,0.067184948,0.088861334,0.017870769,,1.44800689,0.756065036,0.909237528,1.687619216,,,0.490062123,0.219551208,0.290386669
7118.599,1979.238,1125.504,1699.171,387.607,2,0.578272152,0.160781386,0.091429173,0.138030428,0.031486861,,1.56865521,0.662384186,0.844044803,1.164825671,,,0.41200538,0.234289006,0.353705615
7286.387,1831.428,813.303,1052.218,253.028,2,0.648464841,0.16299116,0.072381333,0.093643994,0.022518672,,1.44408134,0.772941539,0.917148291,1.740540458,,,0.495389036,0.219993027,0.284617938
10077.137,2108.222,960.696,1256.339,280.517,2,0.686317379,0.143583381,0.065429532,0.085564709,0.019104999,,1.45569015,0.76467896,0.91213029,1.678067783,,,0.48742121,0.222113044,0.290465746
10276.91,2437.851,1398.38,3526.895,850.029,2,0.555807132,0.131846535,0.075628723,0.190745408,0.045972202,,1.573611759,0.396490397,0.643150773,0.691217346,,,0.331089133,0.18991662,0.478994248
6558.498,2239.262,1405.548,3378.062,908.791,2,0.452617331,0.154536723,0.097000164,0.233127982,0.062717799,,1.627683585,0.416081173,0.64885166,0.66288363,,,0.318852743,0.200138633,0.481008624
7793.233,1397.329,535.51,799.034,226.782,2,0.724824608,0.129961268,0.049806136,0.074315692,0.021092296,,1.383238307,0.670196763,0.880018012,1.748772893,,,0.5114912,0.196023022,0.292485778
11267.868,2344.746,1929.925,6077.966,1267.689,2,0.492300441,0.102443469,0.084319672,0.265550266,0.055386152,,1.823084889,0.317528101,0.507517175,0.385778071,,,0.226487802,0.186418687,0.587093511
8710.956,2067.598,1272.329,3006.435,706.551,2,0.552589976,0.131160567,0.080711721,0.190716822,0.044820913,,1.615365753,0.423201899,0.658239117,0.687724165,,,0.325792635,0.20048163,0.473725735
7246.085,1902.624,857.995,2361.204,578.784,2,0.559686212,0.146958312,0.066271369,0.182378943,0.044705165,,1.450953525,0.363371822,0.647450835,0.805785523,,,0.371473985,0.167517503,0.461008512
7545.762,1754.075,852.932,1801.055,423.164,2,0.609660606,0.141720667,0.068912727,0.145516421,0.034189578,,1.486257429,0.473573544,0.733308487,0.973915289,,,0.397924303,0.193493649,0.408582048
9258.717,2592.494,1338.696,2788.259,735.466,2,0.553961999,0.155112545,0.080096056,0.166825439,0.04400396,,1.516373808,0.480118956,0.730602204,0.929789521,,,0.385819433,0.19922705,0.414953518
6788.663,1853.755,968.207,1733.709,383.733,2,0.578839036,0.158061426,0.082554696,0.147825639,0.032719203,,1.522295017,0.558459926,0.78661751,1.069242301,,,0.406911518,0.212527858,0.380560624
6765.248,2567.842,2070.091,5195.065,1257.983,2,0.378873277,0.143806511,0.115931029,0.290938529,0.070450653,,1.806159803,0.398472589,0.597447966,0.494284865,,,0.26114538,0.210524908,0.528329712
8738.738,2117.181,1341.131,2829.775,624.709,2,0.558331088,0.135269872,0.085686873,0.180798572,0.039913596,,1.633451273,0.47393556,0.699078787,0.748179979,,,0.336697154,0.213281241,0.450021604
7627.79,1690.143,999.502,2260.203,504.975,2,0.583047897,0.129190017,0.076399264,0.172763881,0.03859894,,1.591371263,0.442217801,0.680863145,0.747783717,,,0.341453515,0.201925797,0.456620688
8476.029,1920.428,841.413,1484.206,308.417,2,0.650476463,0.147379535,0.064572614,0.113902521,0.023668867,,1.438138269,0.566911197,0.811200558,1.293909336,,,0.452286091,0.198163845,0.349550064
11104.715,1801.488,852.183,1429.998,306.191,2,0.716684065,0.116265725,0.054998798,0.092290237,0.019761174,,1.47304395,0.595933001,0.82119217,1.25978358,,,0.441144471,0.208680723,0.350174806
9411.33,1754.377,901.593,1406.058,322.271,2,0.682196513,0.127169048,0.065353526,0.101920543,0.02336037,,1.513910636,0.641220348,0.84038115,1.247727334,,,0.431896826,0.221956373,0.346146802
6931.883,1920.307,721.1,1082.002,265.764,2,0.63472644,0.175835286,0.066028413,0.099074851,0.024335009,,1.375512874,0.666449785,0.879791854,1.774772135,,,0.515738937,0.19366661,0.290594453
7952.976,2590.17,1728.504,4937.511,1089.033,2,0.434631746,0.141553314,0.094463093,0.269835974,0.059515874,,1.66733226,0.35007598,0.573705767,0.524590224,,,0.27983127,0.186740434,0.533428297
10305.511,2501.702,1313.804,2727.716,470.615,2,0.595028808,0.144445507,0.07585759,0.157495305,0.02717279,,1.525164068,0.481649849,0.729623449,0.917141667,,,0.38233488,0.200788541,0.416876579
7220.287,1942.457,1041.231,1601.053,343.835,2,0.594317921,0.159887966,0.085706045,0.131786242,0.028301825,,1.536038121,0.650341369,0.842014838,1.213237163,,,0.423678677,0.227107922,0.349213402
9159.573,2436.51,1230.073,2688.204,593.769,2,0.568630472,0.151259653,0.076363493,0.166884931,0.036861451,,1.50485038,0.457581716,0.715470756,0.906370945,,,0.383413323,0.193566362,0.423020315
8797.264,1792.579,1133.094,2226.94,489.926,2,0.60923712,0.124141514,0.078470184,0.154222326,0.033928856,,1.632102686,0.508812092,0.727866444,0.804951638,,,0.347897077,0.219906676,0.432196247
6703.511,2255.065,1275.272,2263.743,450.319,2,0.517729193,0.174164402,0.098492498,0.174834626,0.034779281,,1.56551452,0.563346634,0.781254039,0.996166526,,,0.389201564,0.220099136,0.3906993
7128.828,2629.557,1074.656,1879.437,410.078,2,0.543249958,0.200384514,0.081893802,0.143221869,0.031249857,,1.408683288,0.571796767,0.821516507,1.399119524,,,0.470938723,0.192464786,0.336596492
7345.849,2944.989,1888.346,6315.957,1373.853,2,0.369714189,0.148220338,0.095039839,0.31788006,0.069145574,,1.64120647,0.298980186,0.521905106,0.466277557,,,0.264141346,0.16936914,0.566489513
7433.677,2381.917,1456.863,3888.517,924.792,2,0.462127635,0.148076069,0.090568457,0.241736514,0.057491325,,1.611634662,0.374657742,0.612203238,0.61255152,,,0.308247114,0.18853462,0.503218266
7015.812,2119.375,1433.446,3225.381,623.699,2,0.486610602,0.146998002,0.099422564,0.223709613,0.043259219,,1.67635317,0.444426875,0.664730251,0.657092914,,,0.312675102,0.211478796,0.475846102
9408.11,1854.358,715.382,1172.979,269.545,2,0.701031879,0.138174838,0.053305668,0.087402855,0.020084761,,1.385784191,0.609884746,0.848845041,1.580896163,,,0.495457447,0.19113965,0.313402903
8971.72,1834.117,903.148,1362.14,333.331,2,0.669308773,0.136828902,0.067376699,0.101618447,0.024867178,,1.492415696,0.663036105,0.856397029,1.346496689,,,0.447410539,0.220311972,0.332277489
8095.067,1587.541,879.748,1474.681,282.726,2,0.657079767,0.128861326,0.071409491,0.119700436,0.02294898,,1.554157656,0.596568343,0.805718527,1.076531806,,,0.402727824,0.223174707,0.374097469
9176.709,2026.616,1110.202,2409.404,473.958,2,0.603854447,0.133357294,0.073054557,0.158545871,0.031187831,,1.547810735,0.460778682,0.707124404,0.841127515,,,0.365404775,0.200172658,0.434422567
7481.81,2446.812,2038.457,5114.676,1309.835,2,0.406806046,0.133039721,0.110836366,0.278098631,0.071219237,,1.833107325,0.398550563,0.593172799,0.47839042,,,0.25487771,0.212340487,0.532781802
